window_index,source_midpoint_mbase,geco22_bpb,geco21_bpb,megabyte1_bpb,nc_prefix_bpb,nc_prefix_current_bpb
2553,13.519629000,1.968020757,1.972936312,1.927473684,1.973302841,1.818772475
2554,13.522701000,1.968553066,1.970719337,1.892237306,1.962983449,1.705498815
2555,13.525773000,1.912199020,1.928847790,1.892547607,1.946186701,1.920226713
2556,13.528845000,1.868472854,1.869295855,1.902239521,1.962075869,1.882942458
2557,13.531917000,1.169476887,1.192517648,1.893921375,1.934659004,1.435418735
2558,13.534989000,1.782039560,1.800823227,1.860577981,1.903012594,1.794708791
2559,13.538061000,1.909496307,1.915394545,1.697401141,1.962534904,1.917528550
2560,13.541133000,0.518742795,0.547435721,1.757802277,1.967220306,0.537001776
2561,13.544205000,0.748354159,0.763386046,1.820819297,1.969429016,0.883778404
2562,13.547277000,1.667675654,1.686074684,1.939603170,1.952031771,1.744171098
2563,13.550349000,1.850943933,1.846921131,1.897256702,1.936016401,1.884682854
2564,13.553421000,1.911475567,1.911784510,1.888573726,1.956775347,1.901804378
2565,13.556493000,1.551033601,1.647645553,1.875748754,1.912639936,1.650263435
2566,13.559565000,1.934046904,1.936953028,1.905612071,1.966097514,1.941537340
2567,13.562637000,1.931807180,1.934407175,1.897343934,1.951756795,1.932553033
2568,13.565709000,1.811463316,1.828273490,1.917024334,1.938975016,1.821580077
2569,13.568781000,1.922611713,1.923264901,1.885195394,1.945288340,1.929248214
2570,13.571853000,1.794919617,1.830953156,1.906271935,1.936833064,1.776972234
2571,13.574925000,1.965825637,1.967036724,1.951765259,1.976012548,1.970142047
2572,13.577997000,1.934948424,1.943192919,1.897049020,1.964256605,1.945543567
2573,13.581069000,1.945126057,1.947502931,1.914153099,1.951999982,1.945996761
2574,13.584141000,1.682550400,1.687796732,1.870298346,1.913489024,1.594479129
2575,13.587213000,1.164942443,1.253682559,1.815320532,1.946642240,1.171301315
2576,13.590285000,0.655445347,0.683240806,1.865775943,1.952981313,1.175586919
2577,13.593357000,1.901027958,1.905074815,1.917845249,1.965059916,1.959171931
2578,13.596429000,1.536908346,1.539875818,1.875291189,1.936864853,1.548177312
2579,13.599501000,1.972586155,1.973172784,1.921677828,1.976316770,0.938026691
2580,13.602573000,1.267719890,1.285780100,1.948052247,1.946392377,1.310131319
2581,13.605645000,1.654275689,1.644428904,1.830759207,1.914457321,1.669013658
2582,13.608717000,1.460811804,1.460315029,1.889048656,1.931121826,1.387038365
2583,13.611789000,0.769039243,0.763443132,1.907794952,1.969960848,1.115735978
2584,13.614861000,1.184680993,1.193957205,1.834787210,1.960341454,1.212317377
2585,13.617933000,1.069330466,1.072576885,1.916198681,1.984013240,1.038916945
2586,13.621005000,1.205546774,1.195610801,1.910010815,1.937150002,0.809664864
2587,13.624077000,0.436146997,0.431630726,1.902610699,1.941521645,0.428912219
2588,13.627149000,0.641557068,0.642068416,1.932944044,1.980360031,0.854558061
2589,13.630221000,0.381742188,0.393142890,1.867306391,1.905226390,0.575170695
2590,13.633293000,1.067804175,1.041365479,1.945019037,1.964723905,1.216606691
2591,13.636365000,1.440973523,1.446003812,1.870695690,1.923047066,1.562544346
2592,13.639437000,1.746807098,1.746409774,1.910611868,1.954026540,1.608427217
2593,13.642509000,0.900526464,0.913615058,1.864910066,1.962020874,1.327366372
2594,13.645581000,0.387584537,0.478144417,1.748374262,1.977024714,1.209656348
2595,13.648653000,1.482351442,1.497048547,1.881840087,1.948998451,1.826295396
2596,13.651725000,1.888436869,1.895519078,1.898624261,1.944867770,1.895582060
2597,13.654797000,1.314082215,1.319786303,1.920183659,1.931007067,1.000790497
2598,13.657869000,0.765700940,0.752333990,1.842575471,1.880536079,0.783402406
2599,13.660941000,1.946993788,1.943194310,1.932815711,1.978455226,1.945387959
2600,13.664013000,1.577943976,1.624257013,1.894269546,1.965612411,1.780879309
2601,13.667085000,1.349891685,1.305536288,1.818364948,1.949460665,1.288060792
2602,13.670157000,1.587009783,1.643386511,1.800094992,1.940616926,1.254353705
2603,13.673229000,1.178188843,1.191841101,1.829623381,1.935747464,1.163456070
2604,13.676301000,0.984332663,1.215276244,1.833225767,1.949114482,1.288219992
2605,13.679373000,0.645242110,0.647066111,1.896690448,1.944723765,0.634955931
2606,13.682445000,1.665520887,1.665415138,1.911615031,1.970166842,1.315208862
2607,13.685517000,1.369911035,1.370513658,1.877542853,1.957991600,0.981254081
2608,13.688589000,0.287172104,0.546572000,1.927469075,1.986369769,0.599358400
2609,13.691661000,0.304753783,0.678675895,1.846719474,1.952894847,1.148574792
2610,13.694733000,0.756583770,0.809285219,1.795358161,1.943996112,0.881454065
2611,13.697805000,0.275549327,0.370671401,1.918990046,1.985304515,0.788822552
2612,13.700877000,1.360763748,1.407368595,1.924250921,1.966993968,1.216972356
2613,13.703949000,1.654368242,1.700547715,1.943025589,2.002074877,1.716036290
2614,13.707021000,1.523870267,1.553009100,1.853278418,1.932907104,1.549041154
2615,13.710093000,1.847064828,1.852694293,1.897995154,1.956286112,1.858074461
2616,13.713165000,1.731732185,1.729939724,1.879698594,1.936940829,1.682655066
2617,13.716237000,1.668940288,1.752562838,1.859097838,1.953189532,1.758198881
2618,13.719309000,0.674333243,0.663329994,1.868562897,1.908893903,0.716145153
2619,13.722381000,1.612138162,1.610294377,1.879990458,1.924583594,1.239318604
2620,13.725453000,1.089097273,1.084887668,1.822402199,1.920840581,0.850085532
2621,13.728525000,0.359689396,0.363682891,1.934790532,1.928338051,0.343071907
2622,13.731597000,0.829028964,0.808243389,1.881312569,1.931857427,0.796435418
2623,13.734669000,0.508153103,0.514372536,1.890988866,1.887407621,0.556506806
2624,13.737741000,0.285870147,0.364353014,1.869981130,1.948541959,0.549092099
2625,13.740813000,0.277543290,0.297529612,1.926200584,1.935817401,0.881007151
2626,13.743885000,0.482451119,0.479766354,1.819370627,1.903838158,0.499026325
2627,13.746957000,0.750692339,0.742397343,1.905497690,1.899820328,0.752294558
2628,13.750029000,0.662575370,0.650074580,1.601570465,1.926581701,0.649449982
2629,13.753101000,1.370275627,1.362204393,1.565902875,1.953965187,1.027066166
2630,13.756173000,0.866556366,0.854820723,1.842084041,1.950853984,0.870778297
2631,13.759245000,1.531185908,1.529800887,1.951480230,1.956484159,1.423292364
2632,13.762317000,0.952559978,0.918203024,1.877141158,1.930636724,1.069875600
2633,13.765389000,1.615878165,1.614410301,1.939832608,1.965006193,1.687602644
2634,13.768461000,1.850260402,1.853704492,1.892536024,1.957874616,1.855569224
2635,13.771533000,1.621440356,1.611602664,1.845975161,1.951095581,1.771489307
2636,13.774605000,1.969359398,1.971131961,1.922364791,1.970936775,1.972714583
2637,13.777677000,1.839373211,1.844760696,1.831763685,1.938242912,1.844052245
2638,13.780749000,1.950220108,1.953396320,1.951442440,1.964423498,1.965124925
2639,13.783821000,1.811426242,1.891801814,1.910936197,1.938730240,1.888396502
2640,13.786893000,1.617915223,1.870834301,1.908062458,1.960202535,1.661529697
2641,13.789965000,1.755752131,1.767161697,1.913612207,1.940802256,1.749747420
2642,13.793037000,1.946535190,1.948492448,1.918331126,1.967762947,1.956503550
2643,13.796109000,1.911944151,1.922104696,1.913618803,1.960728010,1.948229750
2644,13.799181000,1.962424596,1.964115302,1.933108012,1.960492134,1.965957642
2645,13.802253000,1.524943406,1.679743250,1.914033194,1.979149818,1.425993865
2646,13.805325000,1.944470907,1.975084901,1.954160770,1.980394999,1.950643480
2647,13.808397000,1.849776040,1.848415812,1.932163874,1.956721942,1.823237777
2648,13.811469000,1.826187243,1.831100821,1.914367517,1.938504219,1.780407806
2649,13.814541000,1.743102595,1.744634594,1.807459444,1.941627185,1.773413914
2650,13.817613000,1.712502100,1.716662894,1.886059284,1.933560371,1.696495810
2651,13.820685000,0.277521292,0.335457598,1.859232187,1.911288261,0.343227987
2652,13.823757000,0.403564484,0.397575599,1.853949944,1.865286191,0.440754763
2653,13.826829000,0.438508446,0.536405553,1.718058030,1.892948945,0.442574651
2654,13.829901000,0.145101187,0.187482720,1.904122730,1.902759393,0.298503697
2655,13.832973000,0.767416396,0.792985509,1.903442502,1.907520453,0.786331976
2656,13.836045000,1.568537891,1.567716082,1.853039662,1.966118813,1.017716656
2657,13.839117000,1.628762275,1.626823028,1.876195431,1.982275963,1.459419568
2658,13.842189000,1.221998539,1.292998722,1.821073214,1.887103399,1.247145747
2659,13.845261000,1.056180260,1.049965446,1.800650994,1.939681371,1.291895084
2660,13.848333000,1.422273258,1.458362376,1.850721717,1.912966728,1.446630895
2661,13.851405000,1.295744119,1.256530623,1.920586507,1.950299104,1.375144164
2662,13.854477000,1.413228740,1.422396233,1.874727488,1.947073301,1.635820811
2663,13.857549000,0.781058336,0.801621730,1.847517471,1.968500773,1.247468034
2664,13.860621000,0.214417828,0.440784658,1.941407561,1.952117602,0.632041632
2665,13.863693000,0.137753992,0.642781446,1.776631018,1.976951281,0.689548027
2666,13.866765000,0.163992364,0.393634831,1.852195935,1.987714450,0.381514877
2667,13.869837000,0.131406327,0.266151610,1.774412339,1.972281456,0.286747836
2668,13.872909000,0.304864638,0.324933358,1.934226116,1.972035408,0.961930970
2669,13.875981000,1.244089082,1.237463464,1.746240179,1.937037150,1.408428614
2670,13.879053000,0.576305439,0.596655289,1.933065216,1.976652781,1.368982241
2671,13.882125000,1.707460975,1.713102087,1.922384540,1.965002696,1.813977381
2672,13.885197000,1.910830160,1.925674538,1.884891987,1.951055527,1.940159063
2673,13.888269000,1.963491122,1.965815703,1.900977055,1.963110924,1.965284189
2674,13.891341000,1.971190343,1.979001681,1.962662538,1.975973129,1.979916334
2675,13.894413000,1.929571768,1.930814246,1.923226615,1.971151034,1.937941829
2676,13.897485000,1.872167264,1.869303708,1.910475572,1.941427867,1.876095628
2677,13.900557000,1.965364615,1.967402935,1.951565186,1.967034658,1.945442677
2678,13.903629000,1.737623851,1.754766951,1.892175317,1.932604790,1.774249544
2679,13.906701000,1.850088765,1.846908897,1.968243758,1.978105863,1.770940572
2680,13.909773000,1.488673766,1.514578760,1.787099083,1.926429431,1.531192603
2681,13.912845000,1.539859876,1.552967062,1.912834485,1.961226463,1.634431173
2682,13.915917000,1.379006951,1.509886066,1.832423925,1.906144778,1.331096080
2683,13.918989000,1.869587409,1.876797800,1.912429889,1.941460292,1.928267121
2684,13.922061000,1.857615888,1.864047895,1.911489805,1.940950712,1.863497933
2685,13.925133000,1.708683841,1.728189399,1.871806582,1.935128848,1.770653973
2686,13.928205000,1.850950092,1.829053958,1.904532512,1.940647443,1.778881311
2687,13.931277000,1.899980932,1.873192350,1.883328557,1.951462428,1.893329312
2688,13.934349000,1.770667305,1.789046655,1.873272022,1.938189507,1.543604036
2689,13.937421000,1.870868186,1.871860405,1.876310349,1.928710620,1.863783777
2690,13.940493000,1.782904257,1.816739696,1.898008128,1.946061134,1.817215470
2691,13.943565000,1.708018571,1.697165330,1.921109935,1.977667173,1.729246209
2692,13.946637000,1.891480058,1.896491875,1.901047190,1.929673513,1.882237196
2693,13.949709000,1.191012710,1.195419356,1.793759227,1.901581764,0.635996982
2694,13.952781000,0.478497535,0.462212230,1.691586266,1.878906568,1.080455576
2695,13.955853000,1.877222796,1.876634697,1.878537873,1.985482852,1.923540135
2696,13.958925000,1.399674100,1.478083439,1.882115444,1.938634872,1.438373501
2697,13.961997000,0.757662853,0.758256401,1.778088324,1.928086599,0.800530523
2698,13.965069000,0.606103887,0.586867775,1.451550585,1.935399373,0.894844082
2699,13.968141000,1.151973809,1.164002046,1.908931911,1.938830694,1.259007315
2700,13.971213000,0.986412430,1.038955954,1.878782988,1.905835470,1.072792038
2701,13.974285000,1.109792550,1.123699557,1.698857302,1.858804703,1.171881221
2702,13.977357000,1.971494397,1.971450567,1.879695972,1.988142967,1.975606203
2703,13.980429000,1.882997987,1.903774530,1.849209696,1.942736944,1.843289336
2704,13.983501000,1.753639003,1.737562497,1.904250224,1.940773646,1.786560292
2705,13.986573000,1.671371813,1.671678737,1.905762672,1.928463300,1.653066928
2706,13.989645000,1.701749682,1.715633333,1.913902640,1.931596438,1.647994742
2707,13.992717000,1.279955149,1.346758102,1.860203505,1.917959531,1.509998754
2708,13.995789000,1.504269063,1.621169070,1.873600175,1.973857562,1.467316657
2709,13.998861000,1.935301860,1.936916669,1.690026578,1.984107971,1.946595530
2710,14.001933000,1.873168826,1.873673002,1.680644730,1.970915159,1.942394018
2711,14.005005000,1.327318405,1.377585669,1.880725304,1.962241173,1.336113537
2712,14.008077000,1.912051539,1.921540906,1.906126300,1.953771273,1.929409007
2713,14.011149000,1.904343625,1.906805237,1.851443052,1.935887973,1.910452445
2714,14.014221000,1.898105035,1.892300357,1.889458021,1.942130407,1.945756912
2715,14.017293000,1.522490337,1.520348529,1.933754345,1.961595853,1.571938351
2716,14.020365000,0.562832048,0.561030492,1.916971684,1.984016736,0.695022504
2717,14.023437000,0.700245634,0.653336962,1.803840160,1.940578143,0.812441158
2718,14.026509000,1.231509790,1.219768216,1.882801016,1.929346720,1.380303919
2719,14.029581000,1.874608795,1.879946858,1.882362843,1.914064248,1.880021527
2720,14.032653000,1.934948524,1.937696775,1.893909196,1.946762721,1.838592609
2721,14.035725000,1.928525845,1.929469188,1.884612501,1.938784281,1.753976901
2722,14.038797000,1.803144549,1.806026593,1.931610505,1.941197077,1.766465155
2723,14.041869000,1.688872275,1.722074238,1.871269147,1.932552020,1.661208878
2724,14.044941000,1.775233825,1.818231970,1.855753114,1.943940163,1.800408378
2725,14.048013000,1.677230577,1.677645504,1.897140503,1.941483498,1.778895477
2726,14.051085000,1.586962822,1.592556864,1.923014164,1.944169680,1.793431615
2727,14.054157000,1.632227684,1.778264239,1.899102569,1.953787486,1.786047474
2728,14.057229000,1.941758315,1.948354085,1.807109078,1.978536606,1.946547270
2729,14.060301000,1.956050555,1.956291596,1.905931671,1.951891899,1.960565726
2730,14.063373000,1.620000780,1.873959680,1.888126949,1.958017031,1.593375678
2731,14.066445000,1.728953411,1.775265594,1.839154174,1.911010742,1.779871027
2732,14.069517000,1.698011781,1.712564910,1.855976731,1.920336088,1.681416969
2733,14.072589000,1.818638176,1.823245515,1.906980673,1.941125234,1.831283569
2734,14.075661000,1.934261123,1.933907996,1.927795728,1.970459302,1.880300025
2735,14.078733000,1.804992000,1.806161344,1.929121137,1.952306747,1.514066428
2736,14.081805000,1.088980734,1.077812264,1.896736224,1.963663737,1.557519048
2737,14.084877000,1.194526536,1.172235608,1.901417732,1.927787145,0.954753513
2738,14.087949000,1.166195609,1.115385120,1.918304086,1.967230797,1.138810438
2739,14.091021000,0.946740511,0.951081529,1.939058781,1.950608571,0.877821796
2740,14.094093000,1.902362610,1.902875731,1.937733392,1.995442390,1.975740929
2741,14.097165000,1.396078234,1.418285318,1.731836081,1.865716934,1.275821164
2742,14.100237000,1.562341782,1.559816254,1.892566403,1.939181646,1.682756548
2743,14.103309000,1.665767143,1.714332213,1.811824461,1.914209366,1.722798983
2744,14.106381000,1.818595712,1.822213054,1.887858868,1.930673281,1.844410340
2745,14.109453000,1.712587729,1.717799207,1.807675511,1.914415359,1.680456941
2746,14.112525000,1.915978193,1.917780668,1.913087050,1.958186785,1.916531473
2747,14.115597000,1.794970763,1.806243494,1.887180964,1.913618724,1.669484973
2748,14.118669000,1.543480097,1.580579067,1.795334260,1.922594706,1.617900600
2749,14.121741000,1.646487753,1.633636018,1.941365302,1.987874667,1.774708847
2750,14.124813000,1.866733253,1.863202343,1.767584662,1.930843989,1.871581266
2751,14.127885000,1.855012804,1.852843821,1.833610266,1.979460398,1.869947076
2752,14.130957000,1.916826030,1.910979013,1.959273418,1.990535418,1.865342398
2753,14.134029000,1.854512975,1.885003527,1.700015484,1.938589732,1.854699602
2754,14.137101000,1.866910110,1.878556271,1.811977544,1.950878143,1.880555461
2755,14.140173000,1.554457967,1.562366212,1.813661893,1.917682330,1.585593554
2756,14.143245000,1.545799106,1.559632788,1.897227108,1.939809163,1.415165057
2757,14.146317000,1.721197764,1.739451418,1.920252562,1.944548289,1.710399225
2758,14.149389000,0.951738569,0.940523311,1.856018702,1.935906728,0.911743733
2759,14.152461000,1.862155457,1.862231721,1.928748091,1.951012452,1.730512132
2760,14.155533000,1.431400200,1.432835365,1.921086550,1.952751478,1.378326838
2761,14.158605000,0.514587363,0.513202277,1.866706451,1.868020376,0.457751043
2762,14.161677000,1.850776305,1.857050861,1.935941458,1.969069163,1.866820405
2763,14.164749000,1.893880909,1.902473564,1.898804943,1.947597822,1.862109348
2764,14.167821000,1.741333735,1.740334779,1.899188836,1.943411191,1.729198270
2765,14.170893000,1.947580179,1.953476747,1.892409762,1.956494967,1.948035002
2766,14.173965000,1.636729685,1.646790512,1.821829667,1.901447773,1.630390104
2767,14.177037000,0.128533706,0.155771380,1.919541240,1.934381803,0.171559341
2768,14.180109000,0.293356910,0.337826098,1.718490650,1.871540546,0.334377774
2769,14.183181000,0.114712782,0.130328094,1.926742951,1.919075648,0.164220408
2770,14.186253000,0.924124765,0.949316387,1.876738608,1.899534067,0.992732907
2771,14.189325000,1.920311689,1.921794216,1.904115081,1.935537020,1.928636988
2772,14.192397000,1.135544387,1.168668722,1.787475953,1.900446097,1.192888332
2773,14.195469000,1.915882289,1.914853474,1.890184740,1.946365356,1.911966244
2774,14.198541000,1.260911023,1.247028331,1.887754142,1.928146680,1.295348992
2775,14.201613000,1.808165751,1.825707272,1.895335039,1.936506271,1.847364458
2776,14.204685000,1.318788563,1.323290577,1.882660548,1.935446103,1.236069359
2777,14.207757000,1.902075231,1.903641721,1.885646626,1.935048421,1.893219908
2778,14.210829000,1.789867883,1.790098185,1.909431259,1.926220576,1.800259004
2779,14.213901000,1.814608390,1.810061619,1.890760263,1.911219597,1.831297673
2780,14.216973000,1.911289016,1.910954833,1.901813130,1.944934527,1.811057389
2781,14.220045000,1.912559628,1.911323895,1.907136043,1.954723358,1.927365065
2782,14.223117000,1.958353202,1.961621920,1.929088593,1.959445635,1.959727764
2783,14.226189000,1.865009983,1.861259977,1.917131712,1.971940676,1.878267258
2784,14.229261000,1.813695312,1.822279766,1.915740331,1.940466245,1.800027827
2785,14.232333000,1.721360306,1.733217234,1.927672545,1.948991776,1.676614846
2786,14.235405000,0.580644230,0.780678218,1.895602147,1.917051951,0.583166608
2787,14.238477000,0.140840606,1.028373608,1.860192577,1.944122632,0.256677999
2788,14.241549000,1.299021030,1.297848701,1.896385550,1.948880831,1.314232498
2789,14.244621000,1.831709077,1.833700081,1.853865504,1.951440811,1.827312668
2790,14.247693000,1.226889441,1.245047351,1.882585625,1.936168989,1.174890190
2791,14.250765000,1.809320996,1.854335884,1.819852491,1.925852140,1.796676752
2792,14.253837000,1.876444956,1.886478995,1.906037490,1.940234184,1.885618319
2793,14.256909000,1.706320581,1.724772319,1.933013121,1.961600939,1.788414329
2794,14.259981000,1.838744794,1.838888993,1.870760918,1.938305537,1.832987616
2795,14.263053000,1.975526492,1.977205753,1.737808242,1.978624344,1.976128419
2796,14.266125000,1.937374751,1.939697504,1.903508027,1.936681430,1.937090953
2797,14.269197000,1.872878830,1.874824007,1.890270660,1.929691315,1.879088720
2798,14.272269000,1.663097888,1.772901341,1.930776834,1.948882103,1.657524824
2799,14.275341000,1.808666331,1.804287262,1.868852894,1.917124112,1.790052225
2800,14.278413000,1.578434626,1.594360217,1.923918009,1.958404223,1.632244746
2801,14.281485000,1.798869232,1.815014005,1.922242959,1.954057693,1.839621762
2802,14.284557000,1.228649224,1.230110613,1.906303088,1.939111392,1.130491078
2803,14.287629000,1.477351340,1.484480113,1.942874908,1.957580090,1.547318305
2804,14.290701000,1.906484485,1.910588483,1.913945913,1.940978050,1.914503892
2805,14.293773000,1.917698264,1.944330057,1.911728938,1.947118441,1.926756004
2806,14.296845000,1.924105773,1.929761887,1.781877349,1.946385701,1.935216268
2807,14.299917000,1.914175729,1.917853951,1.836265186,1.932850202,1.918834805
2808,14.302989000,1.954592228,1.955499411,1.912160714,1.966910044,1.955659548
2809,14.306061000,1.951006095,1.955607732,1.874294281,1.950074514,1.955353101
2810,14.309133000,1.916036437,1.916473567,1.900567849,1.952492714,1.916316867
2811,14.312205000,1.953754187,1.955432336,1.912213643,1.949366252,1.956205209
2812,14.315277000,1.958051533,1.964494904,1.931637247,1.965900421,1.963928421
2813,14.318349000,1.706876094,1.737161050,1.922608693,1.936802864,1.729501208
2814,14.321421000,1.753069143,1.753924842,1.881738424,1.919288317,1.757172997
2815,14.324493000,1.759440340,1.774669071,1.821825360,1.933824857,1.736227984
2816,14.327565000,1.905619018,1.905088919,1.898127874,1.934177081,1.907588581
2817,14.330637000,1.918633501,1.919041355,1.847862562,1.951378187,1.924789588
2818,14.333709000,1.713865459,1.695315334,1.904646277,1.936515172,1.511135432
2819,14.336781000,1.630426740,1.660343789,1.907452789,1.957630793,1.905622284
2820,14.339853000,1.833887900,1.841383621,1.740618762,1.966843923,1.837467843
2821,14.342925000,1.797564353,1.791060140,1.850135828,1.940894445,1.782709911
2822,14.345997000,1.714302617,1.716991047,1.934317430,1.942789714,1.753151263
2823,14.349069000,1.744767681,1.753343528,1.815239330,1.923527082,1.777131905
2824,14.352141000,1.818207798,1.825620892,1.832216024,1.942888896,1.818523283
2825,14.355213000,1.666934376,1.664117883,1.825980584,1.940699895,1.674604570
2826,14.358285000,1.863249063,1.862196684,1.910926938,1.940501213,1.927546342
2827,14.361357000,1.134052756,1.214519275,1.872104128,1.909018993,1.163869223
2828,14.364429000,0.321723775,0.380129719,1.898631136,1.951458931,0.438635305
2829,14.367501000,0.683504113,0.962589936,1.714608183,1.948398272,0.937852216
2830,14.370573000,0.588304398,0.857948609,1.854494214,1.925683498,0.884057021
2831,14.373645000,1.823891208,1.824413290,1.924449394,1.935235341,1.801269750
2832,14.376717000,1.815805058,1.833881229,1.909863452,1.967498779,1.855776707
2833,14.379789000,1.886888206,1.888640602,1.872243618,1.920501232,1.895528475
2834,14.382861000,1.893366784,1.899027755,1.919868867,1.948982557,1.911431074
2835,14.385933000,1.938642899,1.926821550,1.903908531,1.941376050,1.933388392
2836,14.389005000,1.881474127,1.893997823,1.945794106,1.960659027,1.805405006
2837,14.392077000,1.850833237,1.864027436,1.913298527,1.941290855,1.866434281
2838,14.395149000,1.738853623,1.737708837,1.923862060,1.946724892,1.707163811
2839,14.398221000,1.535713546,1.569104237,1.887202082,1.924784660,1.721955965
2840,14.401293000,1.844006220,1.877807508,1.952739875,1.968942006,1.865260301
2841,14.404365000,1.555656962,1.582393780,1.932530244,1.951339086,1.590887556
2842,14.407437000,1.562634237,1.569462250,1.859424750,1.921129227,1.553849498
2843,14.410509000,1.921799660,1.922821343,1.893332481,1.938822428,1.912072281
2844,14.413581000,1.882363558,1.882190824,1.790817996,1.945915222,1.599181384
2845,14.416653000,1.508882592,1.476794412,1.784077168,1.939859072,1.551869214
2846,14.419725000,1.503490984,1.501389414,1.803415298,1.948649089,1.548024694
2847,14.422797000,1.491688867,1.489651988,1.797439019,1.948001862,1.754569391
2848,14.425869000,1.821853836,1.806656102,1.823472659,1.948843956,1.926826914
2849,14.428941000,1.816591561,1.815972984,1.912774046,1.945776622,1.804129452
2850,14.432013000,1.841518760,1.843924185,1.945972125,1.959344546,1.849658589
2851,14.435085000,1.782869160,1.815604419,1.747292856,1.959046682,1.819240183
2852,14.438157000,1.791739454,1.808630298,1.848154505,1.917577108,1.801811049
2853,14.441229000,1.660503318,1.691215307,1.909163396,1.971116702,1.755044818
2854,14.444301000,1.901496053,1.902253906,1.838952223,1.935606321,1.713420659
2855,14.447373000,1.938222369,1.942848643,1.910976887,1.946051280,1.791352113
2856,14.450445000,1.965435664,1.968804518,1.825335051,1.987949371,1.972708702
2857,14.453517000,1.798140362,1.808648010,1.923219681,1.935865402,1.819485143
2858,14.456589000,1.917155892,1.932741920,1.901972930,1.973886808,1.901046624
2859,14.459661000,1.551249842,1.565058519,1.883496642,1.952322006,1.845306277
2860,14.462733000,1.724681437,1.722260167,1.890722195,1.946728706,1.870696485
2861,14.465805000,1.793724813,1.797333936,1.862116362,1.911884308,1.229485641
2862,14.468877000,1.829915226,1.829739610,1.853670150,1.957747777,1.811532795
2863,14.471949000,1.946394046,1.949496786,1.878978620,1.960120837,1.951862057
2864,14.475021000,1.713363392,1.736999686,1.905359507,1.927040100,1.718197634
2865,14.478093000,1.841729313,1.846453826,1.872437581,1.940221628,1.827861498
2866,14.481165000,1.898178523,1.900716315,1.901063224,1.940190315,1.912043681
2867,14.484237000,1.797260334,1.807104896,1.847492695,1.921129862,1.863707344
2868,14.487309000,1.352821723,1.317061196,1.928557555,1.938405673,1.097732525
2869,14.490381000,0.305916965,0.295150667,1.789600598,1.981006940,0.393317138
2870,14.493453000,0.433257173,0.455892046,1.845645105,1.975370407,0.434084632
2871,14.496525000,0.598667867,0.530341292,1.779978911,1.988735517,0.617678786
2872,14.499597000,1.142105370,1.085600462,1.943385283,1.951794624,1.338061154
2873,14.502669000,1.839967986,1.850495080,1.923602581,1.934642156,1.902654618
2874,14.505741000,1.879031370,1.887814979,1.891025484,1.935764949,1.878169340
2875,14.508813000,1.662662983,1.682473044,1.911535263,1.941052755,1.649775813
2876,14.511885000,1.909534251,1.922097057,1.884536962,1.973654111,1.900392229
2877,14.514957000,1.856285547,1.902746762,1.881108185,1.957523664,1.828289221
2878,14.518029000,1.843115250,1.834302962,1.896517992,1.972463608,1.793986604
2879,14.521101000,1.582171693,1.622435744,1.873608907,1.909906069,1.558509556
2880,14.524173000,1.764412344,1.766863671,1.917493900,1.950450897,1.803820573
2881,14.527245000,1.971139908,1.974460920,1.881605456,1.971835136,1.918863575
2882,14.530317000,1.321625225,1.343440115,1.907964428,1.934152603,1.356207229
2883,14.533389000,0.703412354,0.870664676,1.876512289,1.966853778,0.861477256
2884,14.536461000,0.635227770,0.672397852,1.756046784,1.969276428,0.787698433
2885,14.539533000,0.754150108,0.886676063,1.791459109,1.963903745,0.994366395
2886,14.542605000,1.787889051,1.773772580,1.895360669,1.946757952,1.563370764
2887,14.545677000,1.773926482,1.774086326,1.875895143,1.939528147,1.769419377
2888,14.548749000,0.420600207,0.443651567,1.851628343,1.897262255,0.463792202
2889,14.551821000,1.256849408,1.339626342,1.644181653,1.916139603,1.281409731
2890,14.554893000,0.545028791,0.502779658,1.409260975,2.002577782,0.930531245
2891,14.557965000,0.656880751,0.648722894,1.868753831,1.913927396,0.488420003
2892,14.561037000,0.401498174,0.401132233,1.902624354,1.995154699,0.813930499
2893,14.564109000,0.170656810,0.170568864,1.898172696,1.945261637,0.343088051
2894,14.567181000,0.251967630,0.267183788,1.664225052,1.852559725,0.265748789
2895,14.570253000,0.112440070,0.131128001,1.952090224,1.942498207,0.134727394
2896,14.573325000,0.891547706,0.899253353,1.905190965,1.919526736,0.879674571
2897,14.576397000,1.777551194,1.779789130,1.889246355,1.978896141,1.873613248
2898,14.579469000,1.853313538,1.854538808,1.875193606,1.977980296,1.932861269
2899,14.582541000,1.504329840,1.569781378,1.906832894,1.933089256,1.506444154
2900,14.585613000,1.962738673,1.962724527,1.883970628,1.958895683,1.954430223
2901,14.588685000,1.891782972,1.884754792,1.868603309,1.956191381,1.871247609
2902,14.591757000,1.766614512,1.786195591,1.900929014,1.950156848,1.683656494
2903,14.594829000,1.645929197,1.622746090,1.900337378,1.963375727,1.916477551
2904,14.597901000,1.958250523,1.958396316,1.869970451,1.964639664,1.483363847
2905,14.600973000,1.825096933,1.839649953,1.904235840,1.946822166,1.792031333
2906,14.604045000,1.820024659,1.851305485,1.907808209,1.978296598,1.809308847
2907,14.607117000,1.651544188,1.650502433,1.938264966,1.958993276,1.788660929
2908,14.610189000,1.879955590,1.881649454,1.939863841,1.962876002,1.937614600
2909,14.613261000,1.269918809,1.268220971,1.883576284,1.966333071,1.688810428
